Time:,Body1,x,y,phi(r),phi(d),dx/dt,dy/dt,dphi/dt(r),dphi/dt(d),d2x/dt2,d2y/dt2,d2phi/dt2(r),d2phi/dt2(d),Point1,x,y,dx/dt,dy/dt,Point2,x,y,dx/dt,dy/dt,Lam1,x,y,Kin1,-,Pot1,-,TotKin,TotPot,Total,,
Time:,Link002,-,-,-,-,-,-,-,-,-,-,-,-,Link001-{PointO},-,-,-,-,Link001-{PointA},-,-,-,-,Link002,-,-,Link002,-,Link002,-,,,,,
0,0,0.01,L,5.00E-01,-3.66E-04,0.00073253,0.041970885,-5.37E-05,-7.33E-02,0.146535117,8.395843733,-0.01610334,-7.32674443,14.65350852,839.5841931,L,0.00E+00,-2.95E-16,-2.12E-16,-2.54E-14,L,1.00E+00,-7.33E-04,-1.07E-04,-1.47E-01,L,-0.000859383,-2002.197701,L,0.002897599,L,-0.002897024,0.002897599,-0.002897024,5.75E-07
139.82,-,0.35789126,-0.34916163,0.773052291,44.29263362,-1.57957657,-1.61906864,4.523912197,259.2010758,-10.98678579,3.39204158,10.48872809,600.9598519,-,2.20E-11,-4.58E-11,-1.25E-13,-8.27E-13,-,0.71578252,-0.69832326,-3.15915314,-3.23813728,-,8803.537465,-9854.44091,-,0.761742708,-,-2.761742133,2.761742708,-2.761742133,5.75E-07,,
139.83,-,0.34154612,-0.36516605,0.818808,46.91424262,-1.6894156,-1.58013964,4.626431171,265.0749803,-10.96561017,4.3971905,10.00970077,573.513608,-,2.20E-11,-4.59E-11,-1.92E-12,-2.28E-12,-,0.68309225,-0.7303321,-3.3788312,-3.16027927,-,8858.460641,-10644.58414,-,0.888331869,-,-2.888331294,2.888331869,-2.888331294,5.75E-07,,
139.84,-,0.32410522,-0.38073062,0.865564411,49.59318764,-1.79857112,-1.53107278,4.723999136,270.6652129,-10.84917907,5.41791562,9.49855978,544.2273869,-,2.19E-11,-4.56E-11,1.78E-12,8.15E-13,-,0.64821044,-0.76146124,-3.59714225,-3.06214557,-,8841.387094,-11455.01881,-,0.011441981,-,-3.011441406,3.011441981,-3.011441406,5.75E-07,,
139.85,-,0.30558023,-0.39575336,0.913270413,52.32654022,-1.90606549,-1.47176499,4.81629643,275.9534583,-10.63268406,6.44350752,8.955647534,513.1208065,-,2.20E-11,-4.59E-11,-6.12E-13,-8.94E-13,-,0.61116047,-0.79150672,-3.81213097,-2.94352998,-,8747.51066,-12278.01231,-,0.130266394,-,-3.130265819,3.130266394,-3.130265819,5.75E-07,,
139.86,-,0.28599284,-0.4101318,0.96187172,55.11119001,-2.01087961,-1.40222527,4.903008267,280.9216806,-10.31268253,7.46228193,8.381599352,480.2302684,-,2.20E-11,-4.59E-11,-2.20E-12,-1.10E-12,-,0.57198568,-0.8202636,-4.02175922,-2.80445054,-,8572.954371,-13104.92982,-,0.243994672,-,-3.243994097,3.243994672,-3.243994097,5.75E-07,,
139.87,-,0.26537506,-0.42376418,1.011310936,57.9438484,-2.11196765,-1.32258359,4.983827724,285.5522944,-9.88729256,8.46176725,7.777353526,445.6095328,-,2.20E-11,-4.56E-11,2.33E-12,-1.54E-13,-,0.53075012,-0.84752835,-4.2239353,-2.64516717,-,8314.942519,-13926.35049,-,0.351821825,-,-3.351821251,3.351821825,-3.351821251,5.75E-07,,
139.88,-,0.24376943,-0.43655064,1.061527645,60.82105392,-2.20827345,-1.23309762,5.0584588,289.8283401,-9.35635977,9.42893321,7.144156785,409.330032,-,2.20E-11,-4.60E-11,-2.21E-12,-4.61E-13,-,0.48753886,-0.87310129,-4.41654689,-2.46619525,-,7971.957737,-14732.2187,-,0.452958156,-,-3.452957581,3.452958156,-3.452957581,5.75E-07,,
139.89,-,0.22122903,-0.4483946,1.112458542,63.73917935,-2.29874849,-1.13415707,5.126619508,293.733661,-8.72158714,10.35045614,6.483564722,371.4808947,-,2.20E-11,-4.57E-11,7.63E-13,-5.81E-13,-,0.44245806,-0.8967892,-4.59749699,-2.26831413,-,7543.875557,-15512.02835,-,0.546639551,-,-3.546638976,3.546639551,-3.546638976,5.75E-07,,
139.9,-,0.19781731,-0.459204,1.164037582,66.69444067,-2.38237098,-1.02628509,5.188044942,297.2530791,-7.98661929,11.21301439,5.797436775,332.1686592,-,2.20E-11,-4.59E-11,-8.23E-13,-2.32E-13,-,0.39563462,-0.918408,-4.76474197,-2.05257017,-,7032.06906,-16255.03679,-,0.632137997,-,-3.632137422,3.632137997,-3.632137422,5.75E-07,,
139.91,-,0.17360771,-0.4688927,1.216196171,69.68290768,-2.45816541,-0.91013674,5.242490268,300.3725665,-7.15707415,12.0036051,5.087925546,291.5166603,-,2.21E-11,-4.57E-11,1.54E-12,-1.33E-12,-,0.34721542,-0.9377854,-4.91633081,-1.82027348,-,6439.476845,-16950.50301,-,0.7087721,-,-3.708771525,3.7087721,-3.708771525,5.75E-07,,
139.92,-,0.14868313,-0.47738174,1.268863378,72.70051635,-2.52522222,-0.78649417,5.289733578,303.0794088,-6.24051662,12.7098719,4.357460336,249.6640866,-,2.20E-11,-4.58E-11,3.97E-13,-7.72E-13,-,0.29736627,-0.95476348,-5.05044444,-1.57298834,-,5770.628543,-17587.94301,-,0.775917347,-,-3.775916772,3.775917347,-3.775916772,5.75E-07,,
139.93,-,0.12313515,-0.48460059,1.321966179,75.7430827,-2.58271692,-0.65625847,5.329578549,305.3623575,-5.24637134,13.3204318,3.608724997,206.7647118,-,2.20E-11,-4.58E-11,4.82E-13,-9.70E-13,-,0.24627031,-0.96920118,-5.16543384,-1.31251694,-,5031.623619,-18157.39404,-,0.833015858,-,-3.833015283,3.833015858,-3.833015283,5.75E-07,,
139.94,-,0.09706309,-0.49048828,1.375429724,78.80631818,-2.62992797,-0.52043839,5.361856859,307.2117683,-4.185774,13.82518872,2.844630353,162.9853135,-,2.20E-11,-4.58E-11,3.08E-13,-8.95E-13,-,0.19412618,-0.98097657,-5.25985594,-1.04087677,-,4230.060994,-18649.67823,-,0.879585369,-,-3.879584794,3.879585369,-3.879584794,5.75E-07,,
139.95,-,0.0705729,-0.49499441,1.429177629,81.88584634,-2.66625289,-0.38013598,5.386430292,308.6197224,-3.07136381,14.21562069,2.068281608,118.503807,-,2.20E-11,-4.58E-11,-2.46E-14,-2.79E-13,-,0.14114579,-0.98998882,-5.33250577,-0.76027197,-,3374.91919,-19056.65524,-,0.915227198,-,-3.915226623,3.915227198,-3.915226623,5.75E-07,,
139.96,-,0.0437759,-0.49807998,1.483132288,84.97722058,-2.69122204,-0.23652961,5.403192506,309.5801265,-1.91702244,14.48502883,1.282941373,73.50712604,-,2.20E-11,-4.59E-11,4.32E-14,-3.22E-13,-,0.0875518,-0.99615997,-5.38244408,-0.47305922,-,2476.388993,-19371.45398,-,0.939632969,-,-3.939632394,3.939632969,-3.939632394,5.75E-07,,
139.97,-,0.01678741,-0.4997181,1.537215195,88.07594286,-2.70450956,-0.09085465,5.412070404,310.0887926,-0.73756759,14.62873691,0.491989057,28.18889651,-,2.20E-11,-4.59E-11,1.20E-13,-6.11E-13,-,0.03357482,-0.99943621,-5.40901912,-0.18170929,-,1545.662962,-19588.67324,-,0.952589899,-,-3.952589324,3.952589899,-3.952589324,5.75E-07,,
139.98,-,-0.01027475,-0.49989442,1.591347282,91.17748299,-2.70594103,0.0556175,5.413025087,310.1434919,0.45158838,14.6442327,0.301122479,7.253047166,-,2.20E-11,-4.59E-11,1.23E-13,-6.24E-13,-,-0.02054951,-0.99978884,-5.41188205,0.11123501,-,594.6883429,-19704.54264,-,0.953984486,-,-3.953983911,3.953984486,-3.953983911,5.75E-07,,
139.99,-,-0.03729181,-0.49860738,1.645449268,94.27729845,-2.69549761,0.20160148,5.406052363,309.7439842,1.63480213,14.53124458,0.092911996,2.619244777,-,2.20E-11,-4.59E-11,1.79E-13,-3.70E-13,-,-0.07458362,-0.99721476,-5.39099523,0.40320295,-,-364.1081201,-19717.03664,-,0.943804491,-,-3.943803916,3.943804491,-3.943803916,5.75E-07,,
140,-,-0.06414556,-0.49586828,1.699442003,97.37085427,-2.67331652,0.34582046,5.391182807,308.8920214,2.79657185,14.29174982,0.879915639,7.711231934,-,2.20E-11,-4.59E-11,-1.96E-14,-9.70E-13,-,-0.12829113,-0.99173655,-5.34663304,0.69164092,-,-1318.113465,-19625.93621,-,0.922139154,-,-3.922138579,3.922139154,-3.922138579,5.75E-07,,
140.01,-,-0.09071996,-0.49170101,1.753246814,100.4536429,-2.63968773,0.48702844,5.368481352,307.5913239,3.92190445,13.92991425,0.65873227,52.33413793,-,2.20E-11,-4.59E-11,1.43E-13,-5.51E-13,-,-0.18143993,-0.98340203,-5.27937546,0.97405688,-,-2254.82886,-19432.83561,-,0.88917763,-,-3.889177055,3.88917763,-3.889177055,5.75E-07,,
140.02,-,-0.1169026,-0.48614173,1.806785848,103.5212036,-2.59504714,0.62403149,5.33804645,305.8475324,4.99666341,13.45196601,0.426067332,96.29919846,-,2.20E-11,-4.59E-11,1.26E-13,-6.18E-13,-,-0.23380519,-0.97228346,-5.19009428,1.24806299,-,-3162.165615,-19141.09368,-,0.845205708,-,-3.845205133,3.845205708,-3.845205133,5.75E-07,,
140.03,-,-0.14258609,-0.47923815,1.859982397,106.5691413,-2.53996641,0.75570755,5.300008787,303.6681349,6.00788467,12.86600923,0.178774196,39.42612494,-,2.19E-11,-4.58E-11,1.24E-12,3.58E-13,-,-0.28517219,-0.9584763,-5.07993283,1.5114151,-,-4028.72569,-18755.73205,-,0.790600893,-,-3.790600318,3.790600893,-3.790600318,5.75E-07,,
140.04,-,-0.16766943,-0.47104879,1.912761215,109.5931449,-2.47513982,0.88102397,5.25452962,301.0623706,6.94404949,12.18178604,0.913892087,81.54527759,-,2.19E-11,-4.58E-11,1.57E-12,2.86E-13,-,-0.33533886,-0.94209758,-4.95027964,1.76204795,-,-4844.05639,-18283.28495,-,0.725826011,-,-3.725825436,3.725826011,-3.725825436,5.75E-07,,
140.05,-,-0.19205906,-0.46164198,1.965048814,112.5890036,-2.40136866,0.9990526,5.20179874,298.0411137,7.79530544,11.41039748,0.628679796,22.49959652,-,2.20E-11,-4.59E-11,6.28E-14,-6.27E-13,-,-0.38411813,-0.92328396,-4.80273732,1.9981052,-,-5598.870341,-17731.6073,-,0.651421527,-,-3.651420952,3.651421527,-3.651420952,5.75E-07,,
140.06,-,-0.21566995,-0.45109475,2.016773735,115.5526233,-2.3195437,1.1089818,5.142032131,294.6167392,8.55362959,10.56399518,0.320644503,62.1462538,-,2.20E-11,-4.60E-11,-5.42E-13,-5.97E-13,-,-0.43133989,-0.9021895,-4.6390874,2.21796359,-,-6285.223698,-17109.64968,-,0.567996778,-,-3.567996203,3.567996778,-3.567996203,5.75E-07,,
140.07,-,-0.23842629,-0.43949164,2.067866801,118.4800403,-2.23062636,1.21012534,5.075469362,290.8029735,9.21293062,9.65545649,0.987565274,0.357999287,-,2.20E-11,-4.58E-11,1.06E-12,-5.26E-13,-,-0.47685258,-0.87898328,-4.46125273,2.42025068,-,-6896.647708,-16427.20973,-,0.476220388,-,-3.476219813,3.476220388,-3.476219813,5.75E-07,,
140.08,-,-0.2602622,-0.42692339,2.118261334,121.3674344,-2.13562911,1.30192804,5.002370776,286.614733,9.76908965,8.69805587,0.627510901,37.02418282,-,2.20E-11,-4.59E-11,1.19E-12,-4.64E-13,-,-0.52052441,-0.85384679,-4.27125823,2.60385609,-,-7428.231048,-15694.67026,-,0.376810102,-,-3.376809527,3.376810102,-3.376809527,5.75E-07,,
140.09,-,-0.28112209,-0.41348564,2.167893356,124.2111397,-2.0355958,1.38396811,4.923014527,282.0679549,10.21994209,7.70514445,0.238851974,72.05144614,-,2.20E-11,-4.60E-11,-1.15E-12,-1.87E-13,-,-0.56224417,-0.82697128,-4.0711916,2.76793623,-,-7876.652723,-14922.73424,-,0.270522309,-,-3.270521734,3.270522309,-3.270521734,5.75E-07,,
140.1,-,-0.30096085,-0.39927755,2.216701741,127.0076542,-1.93158243,1.45595638,4.837693524,277.1794215,10.56520545,6.68984866,0.820267246,5.364087389,-,2.21E-11,-4.57E-11,3.04E-12,-1.77E-12,-,-0.60192171,-0.79855511,-3.86316486,2.91191275,-,-8240.167463,-14122.16646,-,0.158141499,-,-3.158140925,3.158141499,-3.158140925,5.75E-07,,
140.11,-,-0.31974397,-0.38440056,2.264628358,129.7536471,-1.8246389,1.51773265,4.746712343,271.9665838,10.80635977,5.66479695,0.37074449,36.90411019,-,2.20E-11,-4.60E-11,-1.53E-13,-6.93E-14,-,-0.63948794,-0.76880113,-3.6492778,3.0354653,-,-8518.547503,-13303.55053,-,0.040469902,-,-3.040469327,3.040469902,-3.040469327,5.75E-07,,
140.12,-,-0.33744729,-0.36895708,2.311618164,132.4459646,-1.71579214,1.56925954,4.650384152,266.447385,10.94648883,4.64188189,0.889576199,66.63097739,-,2.20E-11,-4.60E-11,-2.03E-13,-1.90E-13,-,-0.67489458,-0.73791415,-3.43158429,3.13851908,-,-8712.986173,-12477.06858,-,0.918317512,-,-2.918316937,2.918317512,-2.918316937,5.75E-07,,
140.13,-,-0.35405677,-0.35304929,2.35761928,135.0816344,-1.60603101,1.61061406,4.549027708,260.6400886,10.99009123,3.6320624,0.376350595,94.52109584,-,2.21E-11,-4.58E-11,2.18E-12,-2.85E-12,-,-0.70811354,-0.70609859,-3.21206203,3.22122812,-,-8825.96988,-11652.30936,-,0.792492694,-,-2.792492119,2.792492694,-2.792492119,5.75E-07,,
140.14,-,-0.369568,-0.33677811,2.402583029,137.6578675,-1.49629317,1.64197748,4.442964458,254.563112,10.94287057,2.64520914,0.830938496,20.567064,-,2.19E-11,-4.61E-11,-1.45E-13,4.53E-13,-,-0.73913599,-0.67355622,-2.99258635,3.28395495,-,-8861.12576,-10838.10889,-,0.663793528,-,-2.663792953,2.663793528,-2.663792953,5.75E-07,,
140.15,-,-0.38398564,-0.32024214,2.446463951,140.1720591,-1.38745414,1.66362384,4.332515798,248.2348699,10.81151406,1.68999357,1.253476657,44.77671729,-,2.20E-11,-4.60E-11,1.84E-14,-4.59E-14,-,-0.76797128,-0.64048428,-2.77490828,3.32724769,-,-8823.052537,-10042.4257,-,0.533000009,-,-2.532999434,2.533000009,-2.532999434,5.75E-07,,
140.16,-,-0.39732277,-0.30353685,2.48921979,142.6217882,-1.28031858,1.67590763,4.218000505,241.6736269,10.60346801,0.77381978,1.644348223,67.17200833,-,2.22E-11,-4.59E-11,8.48E-13,-2.98E-12,-,-0.79464553,-0.6070737,-2.56063717,3.35181526,-,-8717.141991,-9272.251445,-,0.400867187,-,-2.400866613,2.400867187,-2.400866613,5.75E-07,,
140.17,-,-0.40960012,-0.2867538,2.530811453,145.004815,-1.17561383,1.67925088,4.099732385,234.8973628,10.32671797,-0.0972037,2.004160961,87.78775968,-,2.21E-11,-4.59E-11,5.65E-13,-2.03E-12,-,-0.81920024,-0.5735076,-2.35122766,3.35850177,-,-8549.397961,-8533.555924,-,0.268119323,-,-2.268118748,2.268119323,-2.268118748,5.75E-07,,
140.18,-,-0.42084531,-0.26998005,2.571202951,147.3190774,-1.07398553,1.67413027,3.978018138,227.9236502,9.98957996,-0.91825591,2.333723912,6.670325834,-,2.19E-11,-4.60E-11,4.98E-13,1.09E-12,-,-0.84169062,-0.5399601,-2.14797107,3.34826054,-,-8326.25906,-7831.264342,-,0.135445044,-,-2.13544447,2.135445044,-2.13544447,5.75E-07,,
140.19,-,-0.43109197,-0.25329768,2.610361322,149.5626867,-0.97599534,1.66106438,3.85315547,220.7695462,9.60050802,-1.68576409,2.634023059,23.87619954,-,2.19E-11,-4.60E-11,7.18E-13,1.49E-12,-,-0.86218394,-0.50659536,-1.95199068,3.32212875,-,-8054.430349,-7169.263751,-,0.00349354,-,-2.003492965,2.00349354,-2.003492965,5.75E-07,,
140.2,-,-0.44037894,-0.23678342,2.648256524,151.7339219,-0.8821204,1.64060156,3.725431443,213.4514986,9.16792199,-2.39733812,2.906196598,39.47059463,-,2.19E-11,-4.60E-11,7.65E-13,8.59E-13,-,-0.88075788,-0.47356684,-1.7642408,3.28120311,-,-7740.728184,-6550.434808,-,0.872871724,-,-1.872871149,1.872871724,-1.872871149,5.75E-07,,
140.21,-,-0.44874942,-0.22050842,2.684861331,153.8312228,-0.79275446,1.61330848,3.595121082,205.9852648,8.70005806,-3.05168429,3.151510297,53.52603425,-,2.19E-11,-4.60E-11,1.04E-12,9.41E-13,-,-0.89749883,-0.44101683,-1.58550892,3.22661697,-,-7391.941345,-5976.704628,-,0.74414234,-,-1.744141765,1.74414234,-1.744141765,5.75E-07,,
140.22,-,-0.45625011,-0.2045381,2.720151199,155.8531834,-0.70821036,1.57975972,3.462486215,198.3858467,8.20484342,-3.64850374,3.371333389,66.12096966,-,2.18E-11,-4.60E-11,1.85E-12,1.65E-12,-,-0.91250022,-0.40907621,-1.41642072,3.15951945,-,-7014.710527,-5449.116315,-,0.617822933,-,-1.617822358,1.617822933,-1.617822358,5.75E-07,,
140.23,-,-0.46293049,-0.18893216,2.754104134,157.7985432,-0.62872365,1.5405283,3.327774558,190.6674373,7.68979535,-4.18838079,3.567115364,77.33845053,-,2.18E-11,-4.59E-11,1.30E-12,2.64E-13,-,-0.92586098,-0.37786433,-1.25744729,3.08105661,-,-6615.427291,-4967.910827,-,0.494385605,-,-1.49438503,1.494385605,-1.49438503,5.75E-07,,
140.24,-,-0.46884199,-0.1737446,2.786700546,159.66618,-0.55445707,1.49617749,3.191219023,182.8433815,7.16194409,-4.67266567,3.740363957,87.2648637,-,2.23E-11,-4.60E-11,-2.67E-12,-3.54E-12,-,-0.93768399,-0.3474892,-1.10891414,2.99235497,-,-6200.152691,-4532.617042,-,0.374257468,-,-1.374256893,1.374257468,-1.374256893,5.75E-07,,
140.25,-,-0.47403735,-0.15902385,2.817923096,161.4551004,-0.48550575,1.4472537,3.053037241,174.9261486,6.62777814,-5.10335586,3.892624557,95.98875349,-,2.21E-11,-4.60E-11,-6.82E-16,-8.26E-13,-,-0.94807471,-0.31804771,-0.9710115,2.8945074,-,-5774.55509,-4142.146288,-,0.257821706,-,-1.257821131,1.257821706,-1.257821131,5.75E-07,,
140.26,-,-0.47856994,-0.14481302,2.847756545,163.1644311,-0.42190278,1.39428064,2.913431279,166.9273162,6.09321021,-5.48297939,4.025461203,3.599732648,-,2.18E-11,-4.59E-11,2.88E-12,6.85E-13,-,-0.95713988,-0.28962604,-0.84380556,2.78856128,-,-5343.866073,-3794.88803,-,0.145419146,-,-1.145418571,1.145419146,-1.145418571,5.75E-07,,
140.27,-,-0.48249317,-0.13115008,2.876187597,164.7934104,-0.36362508,1.33775454,2.772587544,158.8575646,5.56356135,-5.81448294,4.140439253,10.18748968,-,2.21E-11,-4.60E-11,-1.01E-12,-1.31E-12,-,-0.96498633,-0.26230016,-0.72725017,2.67550909,-,-4912.852939,-3488.803958,-,0.037350252,-,-1.037349677,1.037350252,-1.037349677,5.75E-07,,
140.28,-,-0.48585995,-0.11806822,2.903204741,166.3413787,-0.31059933,1.27814054,2.630676849,150.7266807,5.04356104,-6.10112678,4.239109797,15.84089541,-,2.22E-11,-4.61E-11,-2.07E-12,-1.32E-12,-,-0.97171991,-0.23613644,-0.62119866,2.55628107,-,-4485.805968,-3221.518222,-,0.933877446,-,-0.933876871,0.933877446,-0.933876871,5.75E-07,,
140.29,-,-0.48872227,-0.10559612,2.928798097,167.80777,-0.2627078,1.21586996,2.487854625,142.5435701,4.53736053,-6.34638822,4.322995787,20.6472086,-,2.21E-11,-4.61E-11,-6.96E-13,-8.00E-13,-,-0.97744454,-0.21119224,-0.5254156,2.43173993,-,-4066.538459,-2990.402111,-,0.835227682,-,-0.835227107,0.835227682,-0.835227107,5.75E-07,,
140.3,-,-0.49113071,-0.09375835,2.952959265,169.1921029,-0.21979407,1.15133869,2.344261267,134.3162767,4.04855701,-6.55387434,4.393579869,24.69137855,-,2.21E-11,-4.61E-11,-2.17E-13,-6.69E-13,-,-0.98226141,-0.1875167,-0.43958814,2.30267739,-,-3658.397501,-2792.651938,-,0.741595192,-,-0.741594617,0.741595192,-0.741594617,5.75E-07,,
140.31,-,-0.49313412,-0.08257568,2.975681173,170.4939724,-0.18166837,1.0849062,2.200022588,126.0520091,3.58022615,-6.72724464,4.452293828,28.05544061,-,2.21E-11,-4.61E-11,-4.62E-13,-5.84E-13,-,-0.98626823,-0.16515136,-0.36333673,2.16981239,-,-3264.283444,-2625.35937,-,0.65314433,-,-0.653143755,0.65314433,-0.653143755,5.75E-07,,
140.32,-,-0.49477931,-0.07206548,2.99695794,171.7130413,-0.14811261,1.01689536,2.055250377,117.7571724,3.13496082,-6.87014362,4.500509571,30.81799918,-,2.21E-11,-4.61E-11,-6.88E-13,-4.43E-13,-,-0.98955862,-0.14413097,-0.29622523,2.03379073,-,-2886.676146,-2485.573811,-,0.570012467,-,-0.570011892,0.570012467,-0.570011892,5.75E-07,,
140.33,-,-0.4961108,-0.06224208,3.016784732,172.8490328,-0.11888504,0.94759297,1.910043035,109.4374046,2.71491398,-6.98614303,4.539531512,33.05379174,-,2.21E-11,-4.61E-11,1.57E-13,-6.33E-13,-,-0.9922216,-0.12448415,-0.23777009,1.89518595,-,-2527.666193,-2370.356763,-,0.492312866,-,-0.492312291,0.492312866,-0.492312291,5.75E-07,,
140.34,-,-0.49717057,-0.05311709,3.035157637,173.9017228,-0.09372437,0.87725065,1.764486282,101.097617,2.32184405,-7.07869329,4.570590256,34.83332667,-,2.21E-11,-4.61E-11,7.14E-13,-8.91E-13,-,-0.99434114,-0.10623417,-0.18744874,1.7545013,-,-2188.989494,-2276.82839,-,0.420137507,-,-0.420136932,0.420137507,-0.420136932,5.75E-07,,
140.35,-,-0.49799792,-0.0446998,3.05207354,174.8709326,-0.07235351,0.80608629,1.618653925,92.74203842,1.95716104,-7.15108339,4.594837429,36.22258736,-,2.21E-11,-4.61E-11,-4.09E-15,-4.47E-13,-,-0.99599584,-0.0893996,-0.14470701,1.61217257,-,-1872.063813,-2202.206677,-,0.353559809,-,-0.353559234,0.353559809,-0.353559234,5.75E-07,,
140.36,-,-0.49862931,-0.03699748,3.067530007,175.7565229,-0.05448281,0.73428584,1.472608667,84.37426152,1.62197248,-7.20640852,4.613341539,37.28279476,-,2.21E-11,-4.61E-11,4.47E-13,-8.18E-13,-,-0.99725862,-0.07399496,-0.10896561,1.46857168,-,-1578.026037,-2143.839753,-,0.292637236,-,-0.292636661,0.292637236,-0.292636661,5.75E-07,,
140.37,-,-0.49909825,-0.03001568,3.081525179,176.5583872,-0.03981289,0.66200539,1.326402955,75.99729123,1.31712779,-7.24754439,4.627084717,38.07022084,-,2.21E-11,-4.61E-11,1.67E-13,-5.02E-13,-,-0.99819649,-0.06003136,-0.07962577,1.32401078,-,-1307.769135,-2099.23203,-,0.237413736,-,-0.237413161,0.237413736,-0.237413161,5.75E-07,,
140.38,-,-0.49943521,-0.02375854,3.094057676,177.2764464,-0.02803697,0.58937343,1.180079855,67.61359519,1.04326051,-7.27712747,4.636960217,38.63604534,-,2.21E-11,-4.61E-11,4.31E-13,-8.87E-13,-,-0.99887043,-0.04751708,-0.05607395,1.17874687,-,-1061.97799,-2066.064868,-,0.187922021,-,-0.187921446,0.187922021,-0.187921446,5.75E-07,,
140.39,-,-0.49966759,-0.01822904,3.105126501,177.9106434,-0.01884288,0.51649338,1.033673957,59.22515514,0.80082756,-7.29754017,4.643770553,39.02624883,-,2.21E-11,-4.61E-11,2.48E-13,-5.63E-13,-,-0.99933518,-0.03645807,-0.03768576,1.03298675,-,-841.163407,-2042.212529,-,0.144185647,-,-0.144185072,0.144185647,-0.144185072,5.75E-07,,
140.4,-,-0.49981962,-0.01342923,3.11473097,178.4609389,-0.01191458,0.44344611,0.887212283,50.83351935,0.59014519,-7.31090012,4.648226145,39.28153548,-,2.21E-11,-4.61E-11,2.27E-13,-4.49E-13,-,-0.99963925,-0.02685845,-0.02382915,0.88689222,-,-645.6937993,-2025.754112,-,0.106220899,-,-0.106220324,0.106220899,-0.106220324,5.75E-07,,
140.41,-,-0.49991237,-0.00936047,3.12287063,178.927307,-0.00693344,0.3702927,0.740715215,42.43985565,0.41142109,-7.31905269,4.650944392,39.43727954,-,2.21E-11,-4.62E-11,2.63E-13,-5.06E-13,-,-0.99982475,-0.01872093,-0.01386688,0.7405854,-,-475.8241411,-2014.982214,-,0.074038466,-,-0.074037891,0.074038466,-0.074037891,5.75E-07,,
140.42,-,-0.49996372,-0.00602358,3.129545205,179.3097321,-0.00357919,0.29707715,0.59419743,34.04500494,0.26478266,-7.32356611,4.652449049,39.52349003,-,2.21E-11,-4.62E-11,2.78E-13,-5.17E-13,-,-0.99992743,-0.01204716,-0.00715839,0.59415431,-,-331.7219083,-2008.408932,-,0.0476449,-,-0.047644325,0.0476449,-0.047644325,5.75E-07,,
140.43,-,-0.49998831,-0.00341903,3.134754543,179.6082051,-0.00153059,0.22382919,0.447668836,25.64953495,0.15030096,-7.32572843,4.653169853,39.56478905,-,2.21E-11,-4.62E-11,3.03E-13,-7.08E-13,-,-0.99997662,-0.00683806,-0.00306119,0.44765837,-,-213.4898042,-2004.769833,-,0.027043856,-,-0.027043281,0.027043856,-0.027043281,5.75E-07,,
140.44,-,-0.49999761,-0.00154704,3.138498567,179.8227219,-0.00046587,0.15056704,0.301135517,17.25379418,0.06801056,-7.32654579,4.653442307,39.58039954,-,2.21E-11,-4.62E-11,2.99E-13,-6.35E-13,-,-0.99999521,-0.00309408,-0.00093174,0.30113408,-,-121.1851372,-2003.026392,-,0.012237109,-,-0.012236535,0.012237109,-0.012236535,5.75E-07,,
140.45,-,-5.00E-01,-4.08E-04,3.140777248,179.9532807,-6.30E-05,7.73E-02,0.15460067,8.857965928,0.01792495,-7.32674161,4.653507577,39.58413925,-,2.21E-11,-4.62E-11,3.00E-13,-6.64E-13,-,-1.00E+00,-8.15E-04,-1.26E-04,1.55E-01,-,-54.83576968,-2002.367368,-,0.003225356,-,-0.003224781,0.003225356,-0.003224781,5.75E-07,,
140.46,-,-5.00E-01,-1.04E-06,3.141590579,179.9998812,-8.36E-09,4.03E-03,0.008065556,0.462122333,4.77E-05,-7.33E+00,4.653512449,39.58441836,-,2.21E-11,-4.62E-11,3.00E-13,-6.78E-13,-,-1.00E+00,-2.07E-06,-1.67E-08,8.07E-03,-,-14.45258886,-2002.209486,-,7.79E-01,-,-8.20E-06,8.78E-06,-8.20E-06,5.75E-07,,
140.47,-,-5.00E-01,-3.27E-04,3.140938559,179.9625232,4.53E-05,-6.92E-02,0.138469562,0.933721512,0.0143793,-7.32674682,4.653509314,39.58423876,-,2.21E-11,-4.62E-11,3.00E-13,-6.63E-13,-,-1.00E+00,-6.54E-04,9.06E-05,-1.38E-01,-,-0.03847921,-2002.197701,-,0.0025874,-,-0.002586825,0.0025874,-0.002586825,5.75E-07,,
140.48,-,-0.49999808,-0.00138573,3.138821189,179.8412068,0.00039494,-0.14250169,0.285004474,6.329553493,0.06091936,-7.32658739,4.653456172,39.58119393,-,2.21E-11,-4.62E-11,3.02E-13,-7.24E-13,-,-0.99999616,-0.00277146,0.00078988,-0.28500338,-,-11.59378456,-2002.205285,-,0.010961203,-,-0.010960628,0.010961203,-0.010960628,5.75E-07,,
140.49,-,-0.49998991,-0.00317707,3.135238474,179.6359323,0.00137103,-0.21576468,0.431538075,4.725310391,0.13966495,-7.32586876,4.653216628,39.56746906,-,2.21E-11,-4.62E-11,2.96E-13,-6.27E-13,-,-0.99997981,-0.00635414,0.00274205,-0.43152936,-,-49.11825797,-2002.333831,-,0.025130037,-,-0.025129462,0.025130037,-0.025129462,5.75E-07,,
